StockCode,Month,UnitsSold,AvgPrice,Revenue
11001,2011-11,101,1.9185714285714286,175.49
11001,2011-12,20,2.223333333333333,38.6
15030,2011-03,5,0.29,1.45
15030,2011-06,10,0.29,2.9
15030,2011-07,89,0.29,25.81
15030,2011-08,2,0.29,0.58
15030,2011-09,3,0.29,0.8699999999999999
15030,2011-10,10,0.29,2.9
15030,2011-11,22,0.29,6.379999999999999
15030,2011-12,2,0.29,0.58
15034,2010-12,38,0.14,5.32
15034,2011-01,168,0.14,23.520000000000003
15034,2011-02,72,0.14,10.080000000000002
15034,2011-03,120,0.14,16.8
15034,2011-04,540,0.133,58.800000000000004
15034,2011-05,816,0.14,114.24000000000001
15034,2011-06,1620,0.12600000000000003,126.00000000000001
15034,2011-07,205,0.14,28.700000000000003
15034,2011-08,108,0.14,15.120000000000001
15034,2011-09,387,0.14,54.18000000000001
15034,2011-10,1788,0.13000000000000003,166.32000000000002
15034,2011-11,557,0.14,77.98000000000002
15036,2010-12,132,0.75,99.0
15036,2011-01,912,0.7316666666666666,552.0
15036,2011-02,2172,0.7404761904761905,1449.0
15036,2011-03,2912,0.7350000000000001,1986.0
15036,2011-04,1900,0.8136666666666666,1431.68
15036,2011-05,3888,0.82,2921.04
15036,2011-06,3096,0.8197999999999999,2323.08
15036,2011-07,3384,0.8208333333333333,2544.7200000000003
15036,2011-08,1212,0.8254166666666666,926.7599999999999
15036,2011-09,444,0.8235294117647058,363.23999999999995
15036,2011-10,1212,0.8254166666666666,939.9599999999999
15036,2011-11,564,0.83,468.11999999999995
15036,2011-12,48,0.83,39.839999999999996
15039,2010-12,17,0.85,14.45
15039,2011-01,18,0.85,15.3
15039,2011-03,8,0.85,6.8
15039,2011-04,52,0.85,44.2
15039,2011-05,574,0.818,391.9
15039,2011-06,405,0.8209090909090908,264.25
15039,2011-07,204,0.85,173.4
15039,2011-08,65,0.85,55.25
15039,2011-09,56,0.85,47.6
15039,2011-10,112,0.7433333333333333,79.2
15039,2011-11,46,0.85,39.1
15039,2011-12,2,0.85,1.7
16008,2010-12,14,0.25,3.5
16008,2011-02,20,0.25,5.0
16008,2011-03,72,0.25,18.0
16008,2011-04,264,0.165,25.2
16008,2011-06,49,0.25,12.25
16008,2011-07,128,0.12000000000000001,15.36
16008,2011-08,458,0.12,54.96
16008,2011-09,268,0.11999999999999998,32.16
16008,2011-10,342,0.12,41.04
16008,2011-11,941,0.12,112.92
16008,2011-12,336,0.12,40.31999999999999
16010,2010-12,12,0.12,1.44
16010,2011-02,12,0.12,1.44
16010,2011-03,6,0.12,0.72
16011,2010-12,94,0.21,19.740000000000002
16011,2011-01,191,0.21,40.11
16011,2011-02,96,0.21,20.16
16011,2011-03,147,0.21,30.869999999999997
16011,2011-04,195,0.21,40.95
16011,2011-05,64,0.21,13.440000000000001
16011,2011-06,54,0.21,11.34
16011,2011-07,189,0.21,39.69
16011,2011-08,192,0.21000000000000002,40.32
16011,2011-09,48,0.21,10.08
16011,2011-10,119,0.21,24.990000000000002
16011,2011-11,359,0.21000000000000002,75.39
16011,2011-12,25,0.21,5.25
16012,2010-12,120,0.21,25.2
16012,2011-01,96,0.21,20.16
16012,2011-02,48,0.21,10.08
16012,2011-03,384,0.21,80.64
16012,2011-04,28,0.21,5.88
16012,2011-05,133,0.21,27.93
16012,2011-06,24,0.21,5.04
16012,2011-07,194,0.21000000000000002,40.74
16012,2011-09,24,0.21,5.04
16012,2011-11,168,0.21,35.28
16012,2011-12,25,0.21,5.25
16014,2010-12,1029,0.4033333333333333,332.18
16014,2011-01,10,0.42,4.2
16014,2011-02,1501,0.37,480.42
16014,2011-03,1060,0.37,345.2
16014,2011-04,23,0.42,9.66
16014,2011-05,2771,0.395,903.8199999999999
16014,2011-06,32,0.37,11.440000000000001
16014,2011-07,60,0.42,25.200000000000003
16014,2011-08,2065,0.4057142857142857,667.3
16014,2011-09,1061,0.4,345.62
16014,2011-10,40,0.42,16.8
16014,2011-11,3606,0.4,1164.52
16014,2011-12,70,0.42,29.4
16015,2010-12,21,0.5,10.5
16015,2011-01,20,0.5,10.0
16015,2011-02,101,0.5,50.5
16015,2011-03,70,0.5,35.0
16015,2011-04,303,0.46499999999999997,113.28
16015,2011-05,43,0.5,21.5
16015,2011-06,30,0.43,12.2
16015,2011-08,24,0.5,12.0
16015,2011-10,20,0.5,10.0
16015,2011-11,30,0.5,15.0
16016,2010-12,28,0.85,23.8
16016,2011-01,40,0.85,34.0
16016,2011-02,323,0.8240000000000001,248.55
16016,2011-03,70,0.85,59.5
16016,2011-04,133,0.85,113.05
16016,2011-05,122,0.85,103.7
16016,2011-06,110,0.8240000000000001,90.9
16016,2011-07,72,0.85,61.2
16016,2011-08,65,0.85,55.25
16016,2011-09,50,0.85,42.5
16016,2011-10,40,0.85,34.0
16016,2011-11,140,0.85,119.0
16016,2011-12,80,0.85,68.0
16033,2010-12,240,0.12,28.799999999999997
16033,2011-01,120,0.12,14.399999999999999
16033,2011-02,480,0.12,57.599999999999994
16043,2011-06,98,0.12,11.759999999999998
16045,2010-12,100,0.12,12.0
16045,2011-03,200,0.12,24.0
16045,2011-06,1200,0.04,48.0
16045,2011-07,2100,0.04,84.0
16045,2011-08,1000,0.04,40.0
16045,2011-09,1400,0.04,56.0
16045,2011-10,1700,0.04,68.0
16045,2011-11,1000,0.04,40.0
16045,2011-12,200,0.04,8.0
16046,2010-12,10,0.85,8.5
16046,2011-02,4,0.85,3.4
16046,2011-03,9,0.85,7.65
16046,2011-04,2,0.85,1.7
16046,2011-05,5,0.85,4.25
16046,2011-06,1,0.85,0.85
16046,2011-08,31,0.85,26.35
16046,2011-10,3,0.85,2.55
16046,2011-11,2,0.85,1.7
16048,2010-12,24,0.42,10.08
16048,2011-03,192,0.12,23.04
16048,2011-04,96,0.12,11.52
16048,2011-05,24,0.42,10.08
16048,2011-06,288,0.12,34.56
16048,2011-07,144,0.12,17.28
16048,2011-08,192,0.12,23.04
16048,2011-09,144,0.12,17.28
16048,2011-10,210,0.12,25.2
16048,2011-11,123,0.12,14.76
16049,2011-04,36,0.42,15.12
16049,2011-05,468,0.195,66.96000000000001
16052,2011-01,24,0.42,10.08
16052,2011-05,48,0.42,20.16
16052,2011-06,395,0.19000000000000003,75.05
16054,2010-12,2,0.42,0.84
16054,2011-06,108,0.12,12.96
16054,2011-07,252,0.12,30.240000000000002
16054,2011-08,74,0.12,8.88
16054,2011-09,110,0.12,13.200000000000001
16054,2011-10,254,0.12,30.480000000000004
16054,2011-11,330,0.12000000000000001,39.6
16054,2011-12,36,0.12,4.32
16216,2010-12,20,0.16,3.2
16216,2011-02,10,0.16,1.6
16216,2011-03,35,0.16,5.6
16216,2011-04,265,0.15,36.0
16216,2011-05,5,0.16,0.8
16216,2011-06,1716,0.06,102.96
16216,2011-07,400,0.06,24.0
16216,2011-09,166,0.06,9.96
16216,2011-10,195,0.06,11.7
16216,2011-11,394,0.096,24.72
16216,2011-12,110,0.06,6.6
16218,2010-12,5,0.16,0.8
16218,2011-02,80,0.16,12.8
16218,2011-03,80,0.16,12.8
16218,2011-04,165,0.14,20.0
16218,2011-05,10,0.16,1.6
16218,2011-06,1205,0.060000000000000005,72.3
16218,2011-07,160,0.06,9.6
16218,2011-08,320,0.06,19.2
16218,2011-09,720,0.06,43.2
16218,2011-10,360,0.06,21.599999999999998
16218,2011-11,560,0.060000000000000005,33.6
16218,2011-12,95,0.06,5.699999999999999
16219,2010-12,12,0.21,2.52
16219,2011-01,12,0.21,2.52
16219,2011-02,48,0.21,10.08
16219,2011-03,12,0.21,2.52
16219,2011-04,120,0.185,19.8
16219,2011-06,288,0.06,17.28
16219,2011-07,414,0.07666666666666666,26.64
16219,2011-08,768,0.135,154.07999999999998
16219,2011-09,504,0.06,30.24
16219,2011-10,480,0.06,28.8
16219,2011-11,242,0.06,14.52
16219,2011-12,15,0.06,0.8999999999999999
16225,2010-12,262,0.752,128.3
16225,2011-01,108,0.6275,55.32
16225,2011-02,24,1.25,30.0
16225,2011-04,1,1.25,1.25
16225,2011-05,2,1.25,2.5
16225,2011-06,16,1.25,20.0
16225,2011-07,9,1.25,11.25
16225,2011-08,4,1.93,7.04
16225,2011-09,12,1.25,15.0
16225,2011-10,114,1.3821428571428573,137.46
16225,2011-11,110,1.3316,139.54
16225,2011-12,100,0.775,51.68
16235,2010-12,111,0.21,23.310000000000002
16235,2011-01,192,0.21000000000000002,40.32
16235,2011-02,628,0.2,101.88000000000001
16235,2011-03,279,0.21,58.589999999999996
16235,2011-04,20,0.21,4.2
16235,2011-05,203,0.21000000000000002,42.629999999999995
16235,2011-06,33,0.21,6.93
16235,2011-07,533,0.20166666666666666,105.92999999999999
16235,2011-08,170,0.21000000000000002,35.7
16235,2011-09,84,0.294,19.74
16235,2011-10,193,0.21,40.53
16235,2011-11,189,0.21,39.69
16235,2011-12,30,0.21,6.3
16236,2010-12,41,0.21,8.61
16236,2011-01,87,0.21,18.27
16236,2011-02,4,0.21,0.84
16236,2011-03,99,0.21,20.79
16236,2011-04,97,0.21,20.37
16236,2011-05,195,0.21,40.95
16236,2011-07,220,0.20285714285714285,40.6
16236,2011-08,56,0.21,11.76
16236,2011-09,89,0.21000000000000002,18.69
16236,2011-10,131,0.21,27.51
16236,2011-11,235,0.21,49.35
16236,2011-12,42,0.21,8.82
16237,2010-12,564,0.2033333333333333,100.44
16237,2011-01,417,0.2009090909090909,78.57
16237,2011-02,156,0.21,32.76
16237,2011-03,555,0.20736842105263156,107.55
16237,2011-04,186,0.21,39.06
16237,2011-05,262,0.21,55.019999999999996
16237,2011-06,236,0.205,45.059999999999995
16237,2011-07,335,0.1988888888888889,62.85
16237,2011-08,241,0.21,50.61
16237,2011-09,315,0.20545454545454545,61.65
16237,2011-10,271,0.2064285714285714,52.41
16237,2011-11,859,0.20736842105263156,162.39
16237,2011-12,201,0.20444444444444443,37.71
16238,2010-12,57,0.21,11.969999999999999
16238,2011-01,56,0.21,11.76
16238,2011-02,32,0.21,6.72
16238,2011-03,90,0.21000000000000002,18.9
16238,2011-04,169,0.21,35.49
16238,2011-05,115,0.21000000000000002,24.15
16238,2011-06,9,0.21,1.8900000000000001
16238,2011-07,197,0.20166666666666666,35.77
16238,2011-08,143,0.21,30.03
16238,2011-09,87,0.294,18.9
16238,2011-10,90,0.2975,21.0
16238,2011-11,163,0.23333333333333334,35.7
16238,2011-12,53,0.24,13.23
16254,2011-06,13,0.85,11.049999999999999
16254,2011-08,1,1.63,1.63
16254,2011-10,14,1.11,12.68
16254,2011-11,3,0.85,2.55
16259,2011-03,216,0.21,45.36
16259,2011-04,108,0.21,22.68
16259,2011-05,108,0.21,22.68
16259,2011-06,878,0.08,70.24000000000001
16259,2011-07,1246,0.08,99.68
16259,2011-08,324,0.08,25.92
16259,2011-09,456,0.08,36.480000000000004
16259,2011-10,24,0.08,1.9200000000000002
16259,2011-11,20,0.08,1.6
17001,2011-02,72,0.29,20.88
17003,2010-12,1119,0.205,198.99
17003,2011-01,3174,0.19,522.54
17003,2011-02,397,0.2633333333333333,106.49
17003,2011-03,3396,0.2793333333333333,869.64
17003,2011-04,496,0.28555555555555556,138.07999999999998
17003,2011-05,2209,0.28428571428571425,583.01
17003,2011-06,2988,0.2811111111111111,751.3199999999999
17003,2011-07,1799,0.28764705882352937,492.90999999999997
17003,2011-08,1486,0.28777777777777774,402.14
17003,2011-09,2153,0.3625,608.5500000000001
17003,2011-10,2399,0.37833333333333335,779.37
17003,2011-11,1056,0.40263157894736845,413.28000000000003
17003,2011-12,291,0.41181818181818186,113.73
17021,2010-12,686,0.29,169.8
17021,2011-01,606,0.27,145.8
17021,2011-02,108,0.3,32.4
17021,2011-03,18,0.3,5.3999999999999995
17021,2011-04,90,0.27,22.68
17021,2011-05,102,0.3,30.599999999999998
17021,2011-06,96,0.3,28.799999999999997
17021,2011-07,186,0.3,55.8
17021,2011-08,37,0.3,11.099999999999998
17021,2011-09,180,0.288,49.68
17021,2011-10,162,0.2933333333333333,44.279999999999994
17021,2011-11,120,0.3,36.0
17021,2011-12,36,0.3,10.799999999999999
17038,2010-12,100,0.07,7.000000000000001
17038,2011-01,108,0.1,10.8
17038,2011-02,200,0.1,20.0
17038,2011-03,60,0.1,6.0
17038,2011-04,200,0.07,14.000000000000002
17038,2011-06,201,0.10000000000000002,20.1
17038,2011-07,1,0.1,0.1
17038,2011-08,30,0.1,3.0
17038,2011-09,200,0.085,17.0
17038,2011-10,200,0.1,20.0
17038,2011-11,201,0.10000000000000002,20.1
17096,2010-12,1728,0.17,293.76000000000005
17096,2011-01,197,0.21,41.370000000000005
17096,2011-02,72,0.21,15.120000000000001
17096,2011-03,12,0.21,2.52
17096,2011-04,144,0.19,26.4
17096,2011-05,72,0.21,15.120000000000001
17096,2011-07,291,0.17,49.470000000000006
17174,2011-01,1,0.42,0.42
17174,2011-11,8,0.42,3.3600000000000003
18007,2010-12,69,0.18,12.42
18007,2011-01,24,0.18,4.32
18007,2011-02,2439,0.15,151.02
18007,2011-03,24,0.18,4.32
18007,2011-04,24,0.18,4.32
18007,2011-05,46,0.18000000000000002,8.28
18007,2011-06,24,0.18,4.32
18007,2011-07,3206,0.13999999999999999,194.76
20615,2010-12,5,2.1,10.5
20615,2011-01,4,2.1,8.4
20615,2011-02,13,2.1,27.300000000000004
20615,2011-03,13,2.1,27.300000000000004
20615,2011-04,1,2.1,2.1
20615,2011-05,1,2.1,2.1
20615,2011-06,4,0.75,3.0
20615,2011-07,46,0.75,34.5
20615,2011-08,46,0.75,34.5
20615,2011-09,2,0.75,1.5
20615,2011-10,25,1.595,22.13
20615,2011-11,70,1.3133333333333332,59.26
20615,2011-12,1,0.75,0.75
20616,2010-12,50,1.425,40.2
20616,2011-01,1,2.1,2.1
20616,2011-02,6,2.1,12.600000000000001
20616,2011-04,1,2.1,2.1
20616,2011-05,4,2.1,8.4
20616,2011-06,10,0.75,7.5
20616,2011-07,26,0.75,19.5
20616,2011-08,6,0.75,4.5
20616,2011-09,1,0.75,0.75
20616,2011-10,6,1.595,7.88
20616,2011-11,22,0.75,16.5
20616,2011-12,1,0.75,0.75
20617,2010-12,8,2.1,16.8
20617,2011-01,4,2.1,8.4
20617,2011-02,1,2.1,2.1
20617,2011-04,8,1.895,14.34
20617,2011-05,9,2.1,18.900000000000002
20617,2011-06,12,1.9633333333333336,22.740000000000002
20617,2011-08,7,2.1,14.7
20617,2011-09,2,2.1,4.2
20617,2011-10,3,2.776666666666667,8.33
20617,2011-11,12,2.4383333333333335,27.23
20618,2010-12,2,2.1,4.2
20618,2011-01,4,2.1,8.4
20618,2011-02,5,2.1,10.5
20618,2011-04,8,1.895,14.34
20618,2011-05,5,2.1,10.5
20618,2011-06,19,1.9633333333333336,37.440000000000005
20618,2011-07,2,2.1,4.2
20618,2011-08,6,2.1,12.600000000000001
20618,2011-09,2,2.1,4.2
20618,2011-10,4,2.1,8.4
20618,2011-11,10,2.1,21.0
20618,2011-12,1,2.1,2.1
20619,2010-12,48,0.75,36.0
20619,2011-01,33,1.7625000000000002,36.9
20619,2011-02,7,2.1,14.700000000000001
20619,2011-03,12,2.1,25.200000000000003
20619,2011-04,6,1.69,10.14
20619,2011-05,2,2.1,4.2
20619,2011-06,19,1.9975,37.440000000000005
20619,2011-07,6,2.1,12.600000000000001
20619,2011-09,1,4.13,4.13
20619,2011-10,3,4.13,12.39
20619,2011-11,5,2.6075,12.530000000000001
20622,2010-12,51,1.6500000000000001,42.3
20622,2011-01,35,1.7625000000000002,41.1
20622,2011-02,3,2.1,6.300000000000001
20622,2011-03,6,2.1,12.600000000000001
20622,2011-04,15,2.018,29.04
20622,2011-05,8,2.1,16.8
20622,2011-06,10,1.9633333333333336,18.54
20622,2011-07,5,2.1,10.5
20622,2011-08,10,2.1,21.0
20622,2011-09,2,2.1,4.2
20622,2011-10,1,2.1,2.1
20622,2011-11,17,2.1,35.7
20652,2010-12,2,1.25,2.5
20652,2011-01,3,1.25,3.75
20652,2011-02,12,1.25,15.0
20652,2011-03,17,1.25,21.25
20652,2011-05,14,1.25,17.5
20652,2011-06,5,1.25,6.25
20652,2011-07,13,1.25,16.25
20652,2011-08,28,1.25,35.0
20652,2011-09,3,1.25,3.75
20652,2011-10,9,1.7685714285714285,14.879999999999999
20652,2011-11,43,1.5525,57.38
20652,2011-12,1,1.25,1.25
20653,2011-03,12,1.25,15.0
20653,2011-06,7,1.25,8.75
20653,2011-11,13,1.855,17.46
20653,2011-12,1,2.46,2.46
20654,2010-12,6,1.25,7.5
20654,2011-01,10,1.25,12.5
20654,2011-02,13,1.25,16.25
20654,2011-03,12,1.25,15.0
20654,2011-04,12,1.06,12.72
20654,2011-05,3,1.25,3.75
20654,2011-06,14,1.1866666666666668,15.22
20654,2011-07,1,1.25,1.25
20654,2011-08,13,1.25,16.25
20654,2011-09,2,1.25,2.5
20654,2011-10,1,1.25,1.25
20654,2011-11,17,1.25,21.25
20654,2011-12,1,1.25,1.25
20655,2010-12,8,1.25,10.0
20655,2011-01,4,1.25,5.0
20655,2011-02,5,1.25,6.25
20655,2011-03,5,1.25,6.25
20655,2011-04,19,1.2025000000000001,21.47
20655,2011-05,13,1.25,16.25
20655,2011-06,13,1.155,13.97
20655,2011-07,2,1.25,2.5
20655,2011-08,5,1.25,6.25
20655,2011-09,9,1.492,12.46
20655,2011-10,1,2.46,2.46
20655,2011-11,4,1.25,5.0
20655,2011-12,1,1.25,1.25
20657,2010-12,3,1.25,3.75
20657,2011-01,1,1.25,1.25
20657,2011-02,17,1.25,21.25
20657,2011-03,2,1.25,2.5
20657,2011-04,5,1.25,6.25
20657,2011-06,15,1.155,16.47
20657,2011-07,7,1.25,8.75
20657,2011-09,4,1.6533333333333333,6.21
20657,2011-10,1,2.46,2.46
20657,2011-11,6,1.25,7.5
20658,2010-12,37,1.25,46.25
20658,2011-01,36,1.25,45.0
20658,2011-02,38,1.25,47.5
20658,2011-03,65,1.25,81.25
20658,2011-04,59,1.25,73.75
20658,2011-05,10,1.25,12.5
20658,2011-06,50,1.25,62.5
20658,2011-07,5,1.25,6.25
20658,2011-08,20,1.25,25.0
20658,2011-09,8,1.25,10.0
20659,2010-12,7,1.25,8.75
20659,2011-01,1,1.25,1.25
20659,2011-02,3,1.25,3.75
20659,2011-03,3,1.25,3.75
20659,2011-04,12,1.06,12.72
20659,2011-06,13,1.155,13.97
20659,2011-07,13,1.25,16.25
20659,2011-08,5,1.25,6.25
20659,2011-09,14,1.734,25.97
20659,2011-10,3,2.46,7.38
20659,2011-11,16,1.6533333333333333,29.68
20659,2011-12,5,1.855,11.09
20661,2010-12,1,2.95,2.95
20661,2011-09,2,5.79,11.58
20661,2011-10,6,4.37,20.54
20662,2011-01,7,2.95,20.650000000000002
20662,2011-02,1,2.95,2.95
20662,2011-10,3,5.79,17.37
20663,2010-12,1,2.95,2.95
20663,2011-01,1,2.95,2.95
20663,2011-10,1,5.79,5.79
20664,2010-12,6,2.9500000000000006,17.700000000000003
20665,2010-12,32,2.95,94.4
20665,2011-01,18,2.9500000000000006,53.10000000000001
20665,2011-02,32,2.9500000000000006,94.4
20665,2011-03,32,2.95,94.4
20665,2011-04,39,2.95,115.05000000000001
20665,2011-05,53,2.95,156.35000000000002
20665,2011-06,41,2.95,120.95000000000002
20665,2011-07,16,2.95,47.2
20665,2011-08,29,2.9500000000000006,85.55000000000001
20665,2011-09,31,2.85,86.65
20665,2011-10,17,2.9500000000000006,50.150000000000006
20666,2010-12,1,2.95,2.95
20666,2011-03,1,2.95,2.95
20666,2011-04,2,2.95,5.9
20667,2011-05,1,2.95,2.95
20668,2010-12,1858,0.11714285714285715,199.92
20668,2011-01,72,0.12,8.64
20668,2011-02,48,0.12,5.76
20668,2011-03,168,0.12,20.159999999999997
20668,2011-04,49,0.12,5.88
20668,2011-05,128,0.12,15.36
20668,2011-06,438,0.12,52.56
20668,2011-07,294,0.12000000000000001,35.28
20668,2011-08,1152,0.11777777777777779,126.72
20668,2011-09,313,0.12000000000000001,37.559999999999995
20668,2011-10,2357,0.11846153846153847,263.64
20668,2011-11,4391,0.1184375,480.84000000000003
20668,2011-12,1446,0.11714285714285713,156.24
20669,2010-12,28,1.25,35.0
20669,2011-01,44,1.25,55.0
20669,2011-02,21,1.25,26.25
20669,2011-05,7,1.25,8.75
20669,2011-06,12,1.25,15.0
20669,2011-07,3,1.25,3.75
20669,2011-08,25,1.25,31.25
20669,2011-09,27,1.25,33.75
20669,2011-10,11,1.25,13.75
20669,2011-11,17,1.25,21.25
20670,2010-12,1,2.95,2.95
20670,2011-04,1,2.95,2.95
20670,2011-05,2,2.95,5.9
20670,2011-09,1,5.79,5.79
20670,2011-10,1,5.79,5.79
20670,2011-11,2,2.95,5.9
20671,2010-12,10,1.25,12.5
20674,2010-12,49,1.25,61.25
20674,2011-01,219,1.2388235294117647,260.07
20674,2011-02,181,1.238125,212.57
20674,2011-03,55,1.25,68.75
20674,2011-04,55,1.25,68.75
20674,2011-05,142,1.228888888888889,163.82
20674,2011-06,103,1.25,128.75
20674,2011-07,116,1.231,131.32
20674,2011-08,71,1.25,88.75
20674,2011-09,106,1.25,132.5
20674,2011-10,148,1.2327272727272727,171.32
20674,2011-11,95,1.3105,119.96000000000001
20674,2011-12,33,1.25,41.25
20675,2010-12,134,1.2364285714285714,153.82
20675,2011-01,348,1.22,393.96000000000004
20675,2011-02,334,1.2341666666666666,390.14
20675,2011-03,472,1.228888888888889,535.28
20675,2011-04,121,1.25,151.25
20675,2011-05,266,1.2417391304347825,318.82
20675,2011-06,145,1.25,181.25
20675,2011-07,152,1.2394444444444443,176.32
20675,2011-08,173,1.2364285714285714,202.57
20675,2011-09,234,1.2228571428571429,265.14
20675,2011-10,162,1.2364285714285714,188.82
20675,2011-11,156,1.2985714285714285,182.53
20675,2011-12,32,1.25,40.0
20676,2010-12,164,1.2373333333333332,191.32
20676,2011-01,478,1.231,556.46
20676,2011-02,442,1.229642857142857,511.46000000000004
20676,2011-03,617,1.2183333333333333,689.1700000000001
20676,2011-04,242,1.2420833333333332,288.82
20676,2011-05,233,1.2405,277.57
20676,2011-06,489,1.231,570.21
20676,2011-07,351,1.2272,397.71000000000004
20676,2011-08,432,1.2100000000000002,485.28000000000003
20676,2011-09,202,1.2985714285714285,240.03
20676,2011-10,197,1.3036842105263158,233.78
20676,2011-11,427,1.2327272727272727,492.71000000000004
20676,2011-12,89,1.371,112.46000000000001
20677,2010-12,214,1.2228571428571429,240.14000000000001
20677,2011-01,207,1.2341666666666666,245.07
20677,2011-02,318,1.2327272727272727,370.14
20677,2011-03,501,1.1972222222222222,544.1700000000001
20677,2011-04,177,1.2405,207.57
20677,2011-05,156,1.25,195.0
20677,2011-06,233,1.2388235294117647,277.57
20677,2011-07,311,1.2228571428571429,347.71000000000004
20677,2011-08,351,1.2183333333333333,397.71000000000004
20677,2011-09,211,1.3036842105263158,252.49
20677,2011-10,153,1.3284615384615384,178.78
20677,2011-11,188,1.3325925925925926,224.95000000000002
20677,2011-12,139,1.3957142857142857,161.28
20678,2011-09,4,1.65,6.6
20679,2010-12,143,5.7,808.85
20679,2011-01,143,5.902380952380953,790.85
20679,2011-02,70,5.870588235294117,400.3
20679,2011-03,85,5.807894736842106,469.3
20679,2011-04,35,5.95,208.25
20679,2011-05,168,5.807142857142857,879.6
20679,2011-06,41,5.95,243.95000000000002
20679,2011-07,163,5.911538461538462,909.85
20679,2011-08,204,5.859090909090909,1087.8
20679,2011-09,136,6.3568750000000005,822.22
20679,2011-10,256,5.8428571428571425,1376.2
20679,2011-11,150,5.916666666666667,844.5
20679,2011-12,36,5.95,214.20000000000002
20681,2010-12,36,3.25,117.0
20681,2011-01,52,3.25,169.0
20681,2011-02,31,3.25,100.75
20681,2011-03,6,3.25,19.5
20682,2010-12,90,3.25,292.5
20682,2011-01,113,3.223684210526316,358.25
20682,2011-02,48,3.25,156.0
20682,2011-03,113,3.2,337.25
20682,2011-04,24,3.25,78.0
20682,2011-05,23,3.25,74.75
20682,2011-06,52,3.25,169.0
20682,2011-07,47,3.25,152.75
20682,2011-08,111,3.2,330.75
20682,2011-09,176,3.25,572.0
20682,2011-10,133,3.3969565217391304,435.63
20682,2011-11,117,3.4914285714285715,397.15
20682,2011-12,93,3.6614285714285715,275.63
20684,2010-12,2,3.25,6.5
20684,2011-01,24,3.25,78.0
20684,2011-02,19,3.25,61.75
20684,2011-03,9,3.25,29.25
20684,2011-04,10,3.25,32.5
20684,2011-05,3,3.25,9.75
20684,2011-06,7,3.25,22.75
20684,2011-07,4,3.25,13.0
20685,2010-12,357,7.674590163934427,2526.15
20685,2011-01,273,7.6445454545454545,1951.95
20685,2011-02,169,7.703846153846153,1223.55
20685,2011-03,228,7.714285714285714,1656.6000000000001
20685,2011-04,122,7.807142857142858,897.9000000000001
20685,2011-05,534,7.509814814814815,3271.3
20685,2011-06,695,7.496111111111111,3660.25
20685,2011-07,595,7.378648648648649,3214.25
20685,2011-08,146,7.724324324324325,1077.7
20685,2011-09,183,8.00075,1399.25
