StockCode,Month,UnitsSold,AvgPrice,Revenue,lag_1_units,rolling_3_units,price_change_pct,month_num,year
21181,2011-04-01,1041,2.081707317073171,2087.1000000000004,1301.0,1024.0,0.0037606638882996535,4,2011
21181,2011-05-01,908,2.060714285714286,1736.4,1041.0,1083.3333333333333,-0.01008452590174913,5,2011
21181,2011-07-01,192,2.39,458.88,908.0,713.6666666666666,0.15979202772963608,7,2011
21181,2011-08-01,1,2.1,2.1,192.0,367.0,-0.12133891213389125,8,2011
21181,2011-09-01,2514,2.059909090909091,4993.92,1.0,902.3333333333334,-0.019090909090909047,9,2011
21181,2011-10-01,1949,2.0748076923076924,3957.64,2514.0,1488.0,0.007232649957394921,10,2011
21181,2011-11-01,937,2.079375,2048.82,1949.0,1800.0,0.00220131615534358,11,2011
21181,2011-12-01,677,2.079166666666667,1373.7,937.0,1187.6666666666667,-0.00010019036168706918,12,2011
21212,2011-02-01,1912,0.5391666666666667,958.0,3329.0,2937.6666666666665,0.012448617339312351,2,2011
21212,2011-03-01,3720,0.5385576923076923,1854.0,1912.0,2987.0,-0.001129473308762341,3,2011
21212,2011-04-01,2816,0.545940594059406,1373.6,3720.0,2816.0,0.013708655279025539,4,2011
21212,2011-05-01,3212,0.5446938775510204,1560.68,2816.0,3249.3333333333335,-0.002283612030231086,5,2011
21212,2011-06-01,1778,0.541095890410959,884.3000000000001,3212.0,2602.0,-0.006605521538516679,6,2011
21212,2011-07-01,2627,0.5408000000000001,1290.0500000000002,1778.0,2539.0,-0.0005468354430380185,7,2011
21212,2011-08-01,2837,0.5398484848484849,1317.95,2627.0,2414.0,-0.0017594584902277388,8,2011
21212,2011-09-01,3282,0.5522772277227723,1592.3000000000002,2837.0,2915.3333333333335,0.02302265028635886,9,2011
21212,2011-10-01,1958,0.5756565656565656,1025.0,3282.0,2692.3333333333335,0.04233261260869714,10,2011
21212,2011-11-01,2366,0.569655172413793,1209.6,1958.0,2535.3333333333335,-0.010425301474547899,11,2011
21212,2011-12-01,284,0.5833333333333334,161.10000000000002,2366.0,1536.0,0.024011299435028333,12,2011
21213,2011-02-01,464,0.5451851851851852,239.6,785.0,810.3333333333334,0.016090640769304,2,2011
21213,2011-03-01,1352,0.5411363636363636,681.2,464.0,867.0,-0.0074265069169960896,3,2011
21213,2011-04-01,1701,0.5331250000000001,744.75,1352.0,1172.3333333333333,-0.014804703905921701,4,2011
21213,2011-05-01,649,0.5427777777777778,335.11,1701.0,1234.0,0.01810603100169339,5,2011
21213,2011-06-01,1174,0.54,583.3000000000001,649.0,1174.6666666666667,-0.0051177072671443335,6,2011
21213,2011-07-01,1149,0.5431707317073171,544.35,1174.0,990.6666666666666,0.005871725383920445,7,2011
21213,2011-08-01,1359,0.5406666666666667,623.85,1149.0,1227.3333333333333,-0.004610088310133098,8,2011
21213,2011-09-01,2458,0.5351428571428571,1133.5,1359.0,1655.3333333333333,-0.010216663730843845,9,2011
21213,2011-10-01,1298,0.5437096774193548,651.5,2458.0,1705.0,0.016008473554587344,10,2011
21213,2011-11-01,604,0.5472916666666667,316.6,1298.0,1453.3333333333333,0.006588054978740265,11,2011
21213,2011-12-01,134,0.55,73.7,604.0,678.6666666666666,0.004948610582413471,12,2011
21731,2011-02-01,884,1.6155172413793102,1314.6,748.0,1132.3333333333333,-0.017175822735020274,2,2011
21731,2011-03-01,399,1.65,658.3499999999999,884.0,677.0,0.02134471718249742,3,2011
21731,2011-04-01,402,1.641304347826087,634.4999999999999,399.0,561.6666666666666,-0.005270092226613898,4,2011
21731,2011-05-01,1048,1.6155172413793102,1613.9999999999998,402.0,616.3333333333334,-0.015711349623201754,5,2011
21731,2011-06-01,682,1.6277777777777775,1038.9,1048.0,710.6666666666666,0.007589232775998989,6,2011
21731,2011-07-01,481,1.65,793.65,682.0,737.0,0.013651877133105783,7,2011
21731,2011-08-01,2253,1.62,3341.85,481.0,1138.6666666666667,-0.018181818181818077,8,2011
21731,2011-09-01,1259,1.6425925925925924,1990.95,2253.0,1331.0,0.013946044810242197,9,2011
21731,2011-10-01,866,1.709230769230769,1374.58,1259.0,1459.3333333333333,0.040568901222790776,10,2011
21731,2011-11-01,1689,1.704181818181818,2725.0499999999997,866.0,1271.3333333333333,-0.0029539317568120227,11,2011
21731,2011-12-01,395,1.7065517241379309,663.2299999999999,1689.0,983.3333333333334,0.0013906414977724602,12,2011
21790,2011-02-01,370,0.8448,295.78,406.0,536.3333333333334,0.021450924608819477,2,2011
21790,2011-03-01,673,0.8415217391304348,543.9699999999999,370.0,483.0,-0.0038805171277996875,3,2011
21790,2011-04-01,1008,0.8397368421052631,791.28,673.0,683.6666666666666,-0.002121034956287793,4,2011
21790,2011-05-01,800,0.8418749999999999,633.1999999999999,1008.0,827.0,0.0025462237543090183,5,2011
21790,2011-06-01,731,0.8344117647058823,524.87,800.0,846.3333333333334,-0.008865015939560683,6,2011
21790,2011-07-01,1128,0.8345098039215687,824.88,731.0,886.3333333333334,0.00011749500646240918,7,2011
21790,2011-08-01,754,0.8476363636363636,622.18,1128.0,871.0,0.015729665071770205,8,2011
21790,2011-09-01,2380,0.8426666666666667,1787.7399999999998,754.0,1420.6666666666667,-0.00586300586300581,9,2011
21790,2011-10-01,1547,0.8747,1263.4699999999998,2380.0,1560.3333333333333,0.03801424050632907,10,2011
21790,2011-11-01,2094,0.8662937062937063,1702.14,1547.0,2007.0,-0.00961048783159224,11,2011
21790,2011-12-01,612,0.8641304347826086,498.36,2094.0,1417.6666666666667,-0.0024971571366400047,12,2011
21915,2011-02-01,691,1.242962962962963,783.95,604.0,1152.3333333333333,-0.0008838278117353493,2,2011
21915,2011-03-01,1344,1.2337142857142858,1535.6,691.0,879.6666666666666,-0.007440830921164654,3,2011
21915,2011-04-01,1252,1.226969696969697,1403.12,1344.0,1095.6666666666667,-0.005466896851797243,4,2011
21915,2011-05-01,961,1.2455813953488373,1148.05,1252.0,1185.6666666666667,0.015168832959042478,5,2011
21915,2011-06-01,891,1.225,1012.83,961.0,1034.6666666666667,-0.016523525018670604,6,2011
21915,2011-07-01,742,1.25,927.5,891.0,864.6666666666666,0.020408163265306145,7,2011
21915,2011-08-01,1939,1.223611111111111,2140.27,742.0,1190.6666666666667,-0.02111111111111119,8,2011
21915,2011-09-01,3000,1.270108695652174,3432.2000000000003,1939.0,1893.6666666666667,0.03800029610620359,9,2011
21915,2011-10-01,3263,1.3016981132075471,3775.71,3000.0,2734.0,0.024871428456091804,10,2011
21915,2011-11-01,3004,1.31,3305.94,3263.0,3089.0,0.006377735903754234,11,2011
21915,2011-12-01,1122,1.155,1189.7,3004.0,2463.0,-0.11832061068702293,12,2011
21931,2011-02-01,971,1.9125,1713.45,759.0,719.0,-0.00136612021857907,2,2011
21931,2011-03-01,1175,1.9227586206896552,2070.68,971.0,968.3333333333334,0.005363984674329414,3,2011
21931,2011-04-01,547,2.0605454545454545,1100.96,1175.0,897.6666666666666,0.07166101473848951,4,2011
21931,2011-05-01,968,2.0634285714285716,1897.44,547.0,896.6666666666666,0.00139920081683087,5,2011
21931,2011-06-01,834,2.0649180327868852,1608.72,968.0,783.0,0.0007218380994320484,6,2011
21931,2011-07-01,883,2.0615873015873016,1720.64,834.0,895.0,-0.0016130089169148487,7,2011
21931,2011-08-01,1445,2.0465333333333335,2754.6,883.0,1054.0,-0.0073021250384970315,8,2011
21931,2011-09-01,1036,2.055058823529412,2006.68,1445.0,1121.3333333333333,0.004165820344686155,9,2011
21931,2011-10-01,1094,2.117457627118644,2090.62,1036.0,1191.6666666666667,0.03036351216558697,10,2011
21931,2011-11-01,1076,2.0638709677419356,2088.08,1094.0,1068.6666666666667,-0.025307075187911643,11,2011
21931,2011-12-01,301,2.04375,588.38,1076.0,823.6666666666666,-0.009749140356361319,12,2011
21975,2011-02-01,723,0.546904761904762,382.05,437.0,625.6666666666666,-0.005627705627705537,2,2011
21975,2011-03-01,1177,0.5426415094339623,584.95,723.0,779.0,-0.007795237430282431,3,2011
21975,2011-04-01,1029,0.5464285714285715,457.95,1177.0,976.3333333333334,0.006978939002582951,4,2011
21975,2011-05-01,741,0.5445833333333333,376.35,1029.0,982.3333333333334,-0.0033769063180829617,5,2011
21975,2011-06-01,1239,0.5410344827586208,603.45,741.0,1003.0,-0.006516634567184432,6,2011
21975,2011-07-01,1388,0.5465909090909091,655.4,1239.0,1122.6666666666667,0.010270004055854765,7,2011
21975,2011-08-01,1516,0.5433333333333333,710.2,1388.0,1381.0,-0.005959805959806053,8,2011
21975,2011-09-01,1860,0.5463793103448276,864.58,1516.0,1588.0,0.005606092659191875,9,2011
21975,2011-10-01,465,0.6277777777777778,262.05,1860.0,1280.3333333333333,0.14897794607482218,10,2011
21975,2011-11-01,743,0.588888888888889,417.75000000000006,465.0,1022.6666666666666,-0.06194690265486702,11,2011
21975,2011-12-01,99,0.6136363636363636,57.25000000000001,743.0,435.6666666666667,0.04202401372212683,12,2011
21977,2011-02-01,1450,0.5407142857142857,703.9,731.0,1271.0,-0.0030213820886272336,2,2011
21977,2011-03-01,2628,0.5428767123287671,1336.2,1450.0,1603.0,0.0039992037784333245,3,2011
21977,2011-04-01,2526,0.5356923076923077,1157.94,2628.0,2201.3333333333335,-0.013233952522370362,4,2011
21977,2011-05-01,3949,0.5407142857142857,1758.55,2526.0,3034.3333333333335,0.009374743579223743,5,2011
21977,2011-06-01,1459,0.541875,755.6500000000001,3949.0,2644.6666666666665,0.002146631439894353,6,2011
21977,2011-07-01,2387,0.5430357142857144,1141.25,1459.0,2598.3333333333335,0.002142033283901945,7,2011
21977,2011-08-01,2227,0.5382608695652175,1007.65,2387.0,2024.3333333333333,-0.008792874197560918,8,2011
21977,2011-09-01,2251,0.5555384615384615,1068.93,2227.0,2288.3333333333335,0.03209891885174576,9,2011
21977,2011-10-01,1405,0.5822950819672131,698.25,2251.0,1961.0,0.048163398722482764,10,2011
21977,2011-11-01,1402,0.5808974358974359,730.98,1405.0,1686.0,-0.0024002367752368192,11,2011
21977,2011-12-01,217,0.5818181818181819,120.75,1402.0,1008.0,0.0015850404285628894,12,2011
22086,2011-03-01,85,2.75,218.75,2.0,594.6666666666666,-0.06779661016949157,3,2011
22086,2011-04-01,11,2.95,32.45,85.0,32.666666666666664,0.07272727272727275,4,2011
22086,2011-05-01,12,2.95,35.400000000000006,11.0,36.0,0.0,5,2011
22086,2011-06-01,337,2.85,866.1500000000001,12.0,120.0,-0.03389830508474578,6,2011
22086,2011-07-01,374,2.8978260869565218,1023.3,337.0,241.0,0.016781083142639153,7,2011
22086,2011-08-01,480,2.857692307692308,1272.0,374.0,397.0,-0.01384961625021619,8,2011
22086,2011-09-01,2064,2.972857142857143,5742.76,480.0,972.6666666666666,0.04029994231878464,9,2011
22086,2011-10-01,3243,2.9743902439024392,8854.49,2064.0,1929.0,0.0005156995346984328,10,2011
22086,2011-11-01,5919,2.9303899721448468,16139.01,3243.0,3742.0,-0.014793039295295518,11,2011
22086,2011-12-01,1393,2.9273076923076924,3856.47,5919.0,3518.3333333333335,-0.001051832645638795,12,2011
22151,2011-02-01,1111,0.417391304347826,440.7,747.0,752.6666666666666,-0.006211180124223725,2,2011
22151,2011-03-01,1372,0.4175,524.4,1111.0,1076.6666666666667,0.0002604166666668739,3,2011
22151,2011-04-01,1443,0.42,606.0600000000001,1372.0,1308.6666666666667,0.0059880239520957446,4,2011
22151,2011-05-01,2206,0.4147826086956521,874.68,1443.0,1673.6666666666667,-0.01242236024844734,5,2011
22151,2011-06-01,1372,0.4133333333333333,524.4,2206.0,1673.6666666666667,-0.0034940600978335956,6,2011
22151,2011-07-01,1922,0.4129411764705882,755.4,1372.0,1833.3333333333333,-0.000948766603415474,7,2011
22151,2011-08-01,1637,0.41,609.78,1922.0,1643.6666666666667,-0.00712250712250706,8,2011
22151,2011-09-01,1052,0.5183333333333333,419.5499999999999,1637.0,1537.0,0.2642276422764227,9,2011
22151,2011-10-01,593,0.42,249.06,1052.0,1094.0,-0.18971061093247588,10,2011
22151,2011-11-01,687,0.4518421052631578,295.8,593.0,777.3333333333334,0.075814536340852,11,2011
22151,2011-12-01,335,0.42,140.7,687.0,538.3333333333334,-0.07047175305765863,12,2011
22178,2011-02-01,1250,1.232075471698113,1433.68,1236.0,1227.6666666666667,0.007538353024157951,2,2011
22178,2011-03-01,2248,1.2332967032967033,2609.36,1250.0,1578.0,0.0009911986941084638,3,2011
22178,2011-04-01,1796,1.2294594594594594,2080.84,2248.0,1764.6666666666667,-0.0031113711947713396,4,2011
22178,2011-05-01,2521,1.2302083333333331,2914.13,1796.0,2188.3333333333335,0.0006091082289145788,5,2011
22178,2011-06-01,1834,1.2304411764705885,2110.1,2521.0,2050.3333333333335,0.00018927130547430338,6,2011
22178,2011-07-01,1327,1.231,1549.31,1834.0,1894.0,0.00045416517270213674,7,2011
22178,2011-08-01,1924,1.2246666666666668,2222.6,1327.0,1695.0,-0.005144868670457603,8,2011
22178,2011-09-01,1170,1.9136842105263157,2044.44,1924.0,1473.6666666666667,0.5626163940062456,9,2011
22178,2011-10-01,3293,1.9207142857142856,4237.68,1170.0,2129.0,0.003673581643878654,10,2011
22178,2011-11-01,1698,1.939875,2992.7999999999997,3293.0,2053.6666666666665,0.009975827445146912,11,2011
22178,2011-12-01,939,1.9374193548387095,1759.1999999999998,1698.0,1976.6666666666667,-0.0012658780391986424,12,2011
22197,2011-02-01,2505,0.8234090909090909,1864.57,1697.0,2104.0,-0.014149659863945563,2,2011
22197,2011-03-01,2034,0.8342424242424241,1575.5,2505.0,2078.6666666666665,0.013156684147575648,3,2011
22197,2011-04-01,1801,0.8353225806451613,1384.73,2034.0,2113.3333333333335,0.0012947752012468783,4,2011
22197,2011-05-01,6738,0.8348051948051948,4978.5,1801.0,3524.3333333333335,-0.0006193844772721668,5,2011
22197,2011-06-01,1989,0.8364935064935064,1552.85,6738.0,3509.3333333333335,0.002022401991288003,6,2011
22197,2011-07-01,1787,0.8332857142857143,1397.27,1989.0,3504.6666666666665,-0.0038348082595869304,7,2011
22197,2011-08-01,5286,0.8283333333333334,3916.42,1787.0,3020.6666666666665,-0.005943196754100155,8,2011
22197,2011-09-01,3772,0.8405208333333333,2881.98,5286.0,3615.0,0.014713279678068236,9,2011
22197,2011-10-01,5644,0.8617213114754098,4260.76,3772.0,4900.666666666667,0.02522302517832875,10,2011
22197,2011-11-01,8458,0.8426760563380281,6476.38,5644.0,5958.0,-0.022101408986593407,11,2011
22197,2011-12-01,5362,0.84,3992.2,8458.0,6488.0,-0.0031756643824167874,12,2011
22383,2011-02-01,719,1.638,1126.35,763.0,691.0,0.0,2,2011
22383,2011-03-01,898,1.644736842105263,1431.7,719.0,793.3333333333334,0.004112846218109478,3,2011
22383,2011-04-01,731,1.65,1206.15,898.0,782.6666666666666,0.0032000000000000917,4,2011
22383,2011-05-01,1336,1.643388429752066,2124.4,731.0,988.3333333333334,-0.004007012271475041,5,2011
22383,2011-06-01,1101,1.6417525773195876,1736.65,1336.0,1056.0,-0.0009954143541860416,6,2011
22383,2011-07-01,1440,1.6424528301886792,2286.0,1101.0,1292.3333333333333,0.0004265276502473103,7,2011
22383,2011-08-01,1622,1.642,2566.3,1440.0,1387.6666666666667,-0.00027570361860995707,8,2011
22383,2011-09-01,883,1.672135922330097,1439.43,1622.0,1315.0,0.018353180468999364,9,2011
22383,2011-10-01,621,1.6775555555555557,1032.09,883.0,1042.0,0.0032411439483379656,10,2011
22383,2011-11-01,899,1.6674789915966384,1445.83,621.0,801.0,-0.0060066946370549434,11,2011
22383,2011-12-01,118,1.65,194.7,899.0,546.0,-0.010482285944665493,12,2011
22386,2011-02-01,989,1.9227272727272728,1748.55,1073.0,837.0,0.0014204545454545858,2,2011
22386,2011-03-01,2715,1.905066666666667,4691.07,989.0,1592.3333333333333,-0.009185185185185074,3,2011
22386,2011-04-01,532,2.065961538461538,1068.66,2715.0,1412.0,0.0844562946851577,4,2011
22386,2011-05-01,1308,2.057792207792208,2515.04,532.0,1518.3333333333333,-0.003954251091921934,5,2011
22386,2011-06-01,2036,2.043764705882353,3839.88,1308.0,1292.0,-0.0068167727804281375,6,2011
22386,2011-07-01,1371,2.0488157894736845,2605.98,2036.0,1571.6666666666667,0.0024714604263365025,7,2011
22386,2011-08-01,2096,2.0437634408602148,3964.68,1371.0,1834.3333333333333,-0.0024659848090918812,8,2011
22386,2011-09-01,2554,2.0317307692307693,4756.02,2096.0,2007.0,-0.005887507031822059,9,2011
22386,2011-10-01,3098,2.031627906976744,5669.84,2554.0,2582.6666666666665,-5.0627895970878356e-05,10,2011
22386,2011-11-01,1515,2.073814432989691,2908.55,3098.0,2389.0,0.02076488803292942,11,2011
22386,2011-12-01,429,2.041333333333333,802.4200000000001,1515.0,1680.6666666666667,-0.015662490886193536,12,2011
22423,2011-02-01,839,12.344594594594597,9559.65,946.0,1118.3333333333333,0.005989167366312387,2,2011
22423,2011-03-01,1296,12.333630952380954,14797.4,839.0,1027.0,-0.0008881330309902236,3,2011
22423,2011-04-01,1098,12.463375796178344,12721.5,1296.0,1077.6666666666667,0.010519598348476933,4,2011
22423,2011-05-01,996,12.452046783625732,11503.6,1098.0,1130.0,-0.0009089842702235673,5,2011
22423,2011-06-01,712,12.444444444444445,8229.1,996.0,935.3333333333334,-0.0006105292819237329,6,2011
22423,2011-07-01,1076,12.37809917355372,12225.0,712.0,928.0,-0.005331316410861819,7,2011
22423,2011-08-01,775,12.40785123966942,8934.449999999999,1076.0,854.3333333333334,0.0024036054081120195,8,2011
22423,2011-09-01,730,12.624222222222222,8570.13,775.0,860.3333333333334,0.0174382315175603,9,2011
22423,2011-10-01,1028,12.798947368421054,11920.65,730.0,844.3333333333334,0.013840468198608402,10,2011
22423,2011-11-01,944,12.732832369942198,11064.24,1028.0,900.6666666666666,-0.005165659063649408,11,2011
22423,2011-12-01,392,12.779375,4545.03,944.0,788.0,0.0036553241812617987,12,2011
22469,2011-02-01,1200,1.6263440860215057,1893.6,2830.0,1868.0,-0.0026508057922081107,2,2011
22469,2011-03-01,836,1.6449999999999998,1531.4,1200.0,1622.0,0.011471074380164925,3,2011
22469,2011-04-01,2,1.65,3.3,836.0,679.3333333333334,0.003039513677811634,4,2011
22469,2011-05-01,1960,1.6257746478873238,3312.64,2.0,932.6666666666666,-0.014682031583440058,5,2011
22469,2011-06-01,1220,1.63,1946.6,1960.0,1060.6666666666667,0.0025989777354240573,6,2011
22469,2011-07-01,1049,1.6383333333333332,1707.09,1220.0,1409.6666666666667,0.005112474437627856,7,2011
22469,2011-08-01,550,1.6369565217391304,883.4999999999999,1049.0,939.6666666666666,-0.0008403733026669524,8,2011
